(5096, 5, 524, 520, 516, 503, 502, 501)
(5095, 5, 524, 520, 516, 503, 502, 501)
(5094, 5, 524, 520, 516, 503, 502, 501)
(5093, 5, 524, 520, 516, 503, 502, 501)
(5092, 5, 524, 520, 516, 503, 502, 501)
(5091, 5, 524, 520, 516, 503, 502, 501)
(5090, 5, 524, 520, 516, 503, 502, 501)
(5089, 5, 524, 520, 516, 503, 502, 501)
(5088, 5, 524, 520, 516, 503, 502, 501)
(5087, 5, 524, 520, 516, 503, 502, 501)
(5086, 5, 524, 520, 516, 503, 502, 501)
(5085, 5, 524, 520, 516, 503, 502, 501)
(5084, 5, 524, 520, 516, 503, 502, 501)
(5083, 5, 524, 520, 516, 503, 502, 501)
(5082, 5, 524, 520, 516, 503, 502, 501)
(5081, 5, 524, 520, 516, 503, 502, 501)
(5080, 5, 524, 520, 516, 503, 502, 501)
(5079, 5, 524, 520, 516, 503, 502, 501)
(5078, 5, 524, 520, 516, 503, 502, 501)
(5077, 5, 524, 520, 516, 503, 502, 501)
(5076, 5, 524, 520, 516, 503, 502, 501)
(5075, 5, 524, 520, 516, 503, 502, 501)
(5074, 5, 524, 520, 516, 503, 502, 501)
(5073, 5, 524, 520, 516, 503, 502, 501)
(5072, 5, 524, 520, 516, 503, 502, 501)
(5071, 5, 524, 520, 516, 503, 502, 501)
(5070, 5, 524, 520, 516, 503, 502, 501)
(5069, 5, 524, 520, 516, 503, 502, 501)
(5068, 5, 524, 520, 516, 503, 502, 501)
(5067, 5, 524, 520, 516, 503, 502, 501)
(5066, 5, 524, 520, 516, 503, 502, 501)
(5065, 5, 524, 520, 516, 503, 502, 501)
(5064, 5, 524, 520, 516, 503, 502, 501)
(5063, 5, 524, 520, 516, 503, 502, 501)
(5062, 5, 524, 520, 516, 503, 502, 501)
(5061, 5, 524, 520, 516, 503, 502, 501)
(5060, 5, 524, 520, 516, 503, 502, 501)
(5059, 5, 524, 520, 516, 503, 502, 501)
(5058, 5, 524, 520, 516, 503, 502, 501)
(5057, 5, 524, 520, 516, 503, 502, 501)
(5056, 5, 524, 520, 516, 503, 502, 501)
(5055, 5, 524, 520, 516, 503, 502, 501)
(5054, 5, 524, 520, 516, 503, 502, 501)
(5053, 5, 524, 520, 516, 503, 502, 501)
(5052, 5, 524, 520, 516, 503, 502, 501)
(5051, 5, 524, 520, 516, 503, 502, 501)
(5050, 5, 524, 520, 516, 503, 502, 501)
(5049, 5, 524, 520, 516, 503, 502, 501)
(5048, 5, 524, 520, 516, 503, 502, 501)
(5047, 5, 524, 520, 516, 503, 502, 501)
(5046, 5, 524, 520, 516, 503, 502, 501)
(5045, 5, 524, 520, 516, 503, 502, 501)
(5044, 5, 524, 520, 516, 503, 502, 501)
(5043, 5, 524, 520, 516, 503, 502, 501)
(5042, 5, 524, 520, 516, 503, 502, 501)
(5041, 5, 524, 520, 516, 503, 502, 501)
(5040, 5, 524, 520, 516, 503, 502, 501)
(5039, 5, 524, 520, 516, 503, 502, 501)
(5038, 5, 524, 520, 516, 503, 502, 501)
(5037, 5, 524, 520, 516, 503, 502, 501)
(5036, 5, 524, 520, 516, 503, 502, 501)
(5035, 5, 524, 520, 516, 503, 502, 501)
(5034, 5, 524, 520, 516, 503, 502, 501)
(5033, 5, 524, 520, 516, 503, 502, 501)
(5032, 5, 524, 520, 516, 503, 502, 501)
(5031, 5, 524, 520, 516, 503, 502, 501)
(5030, 5, 524, 520, 516, 503, 502, 501)
(5029, 5, 524, 520, 516, 503, 502, 501)
(5028, 5, 524, 520, 516, 503, 502, 501)
(5027, 5, 524, 520, 516, 503, 502, 501)
(5026, 5, 524, 520, 516, 503, 502, 501)
(5025, 5, 524, 520, 516, 503, 502, 501)
(5024, 5, 524, 520, 516, 503, 502, 501)
(5023, 5, 524, 520, 516, 503, 502, 501)
(5022, 5, 524, 520, 516, 503, 502, 501)
(5021, 5, 524, 520, 516, 503, 502, 501)
(5020, 5, 524, 520, 516, 503, 502, 501)
(5019, 5, 524, 520, 516, 503, 502, 501)
(5018, 5, 524, 520, 516, 503, 502, 501)
(5017, 5, 524, 520, 516, 503, 502, 501)
(5016, 5, 524, 520, 516, 503, 502, 501)
(5015, 5, 524, 520, 516, 503, 502, 501)
(5014, 5, 524, 520, 516, 503, 502, 501)
(5013, 5, 524, 520, 516, 503, 502, 501)
(5012, 5, 524, 520, 516, 503, 502, 501)
(5011, 5, 524, 520, 516, 503, 502, 501)
(5010, 5, 524, 520, 516, 503, 502, 501)
(5009, 5, 524, 520, 516, 503, 502, 501)
(5008, 5, 524, 520, 516, 503, 502, 501)
(5007, 5, 524, 520, 516, 503, 502, 501)
(5006, 5, 524, 520, 516, 503, 502, 501)
(5005, 5, 524, 520, 516, 503, 502, 501)
(5004, 5, 524, 520, 516, 503, 502, 501)
(5003, 5, 524, 520, 516, 503, 502, 501)
(5002, 5, 524, 520, 516, 503, 502, 501)
(5001, 5, 524, 520, 516, 503, 502, 501)
(5000, 5, 524, 520, 516, 503, 502, 501)
(4999, 5, 524, 520, 516, 503, 502, 501)
(4998, 5, 524, 520, 516, 503, 502, 501)
(4997, 5, 524, 520, 516, 503, 502, 501)
(4996, 5, 524, 520, 516, 503, 502, 501)
(4995, 5, 524, 520, 516, 503, 502, 501)
(4994, 5, 524, 520, 516, 503, 502, 501)
(4993, 5, 524, 520, 516, 503, 502, 501)
(4992, 5, 524, 520, 516, 503, 502, 501)
(4991, 5, 524, 520, 516, 503, 502, 501)
(4990, 5, 524, 520, 516, 503, 502, 501)
(4989, 5, 524, 520, 516, 503, 502, 501)
(4988, 5, 524, 520, 516, 503, 502, 501)
(4987, 5, 524, 520, 516, 503, 502, 501)
(4986, 5, 524, 520, 516, 503, 502, 501)
(4985, 5, 524, 520, 516, 503, 502, 501)
(4984, 5, 524, 520, 516, 503, 502, 501)
(4983, 5, 524, 520, 516, 503, 502, 501)
(4982, 5, 524, 520, 516, 503, 502, 501)
(4981, 5, 524, 520, 516, 503, 502, 501)
(4980, 5, 524, 520, 516, 503, 502, 501)
(4979, 5, 524, 520, 516, 503, 502, 501)
(4978, 5, 524, 520, 516, 503, 502, 501)
(4977, 5, 524, 520, 516, 503, 502, 501)
(4976, 5, 524, 520, 516, 503, 502, 501)
(4975, 5, 524, 520, 516, 503, 502, 501)
(4974, 5, 524, 520, 516, 503, 502, 501)
(4973, 5, 524, 520, 516, 503, 502, 501)
(4972, 5, 524, 520, 516, 503, 502, 501)
(4971, 6, 524, 520, 516, 503, 502, 501)
(4970, 6, 524, 520, 516, 503, 502, 501)
(4969, 6, 524, 520, 516, 503, 502, 501)
(4968, 6, 524, 520, 516, 503, 502, 501)
(4967, 6, 524, 520, 516, 503, 502, 501)
(4966, 6, 524, 520, 516, 503, 502, 501)
(4965, 6, 524, 520, 516, 503, 502, 501)
(4964, 6, 524, 520, 516, 503, 502, 501)
(4963, 6, 524, 520, 516, 503, 502, 501)
(4962, 6, 524, 520, 516, 503, 502, 501)
(4961, 6, 524, 520, 516, 503, 502, 501)
(4960, 6, 524, 520, 516, 503, 502, 501)
(4959, 6, 524, 520, 516, 503, 502, 501)
(4958, 6, 524, 520, 516, 503, 502, 501)
(4957, 6, 524, 520, 516, 503, 502, 501)
(4956, 6, 524, 520, 516, 503, 502, 501)
(4955, 6, 524, 520, 516, 503, 502, 501)
(4954, 6, 524, 520, 516, 503, 502, 501)
(4953, 6, 524, 520, 516, 503, 502, 501)
(4952, 6, 524, 520, 516, 503, 502, 501)
(4951, 6, 524, 520, 516, 503, 502, 501)
(4950, 6, 524, 520, 516, 503, 502, 501)
(4949, 6, 524, 520, 516, 503, 502, 501)
(4948, 6, 524, 520, 516, 503, 502, 501)
(4947, 6, 524, 520, 516, 503, 502, 501)
(4946, 7, 512, 523, 519, 515, 502, 501)
(4945, 7, 512, 523, 519, 515, 502, 501)
(4944, 7, 512, 523, 519, 515, 502, 501)
(4943, 7, 512, 523, 519, 515, 502, 501)
(4942, 7, 512, 523, 519, 515, 502, 501)
